Aircraft type Id,Short name,Manufacturer,Model name,ICAO code,IATA code,Handling category,Fuel type,Fuel process,Max fuel capacity in liter,MTOW kg,MTOW ton,Wing span in meter,Wing area in m2,Length in meter,Height in meter,Number of seats,Range in km,De-ice category,Noise chapter,Noise category,Hanger category,Ground power type,Remarks,Export values,Number of engines,MTOW in US Pounds
9595e713-527a-4426-9265-d8038f1b2b14,EC-145,Airbus Industries,EC-145,EC45,,B00,,,,3585,4,,,,,,,,,,,,,,,7904
274de5db-6ad7-4d94-ba44-e25338542752,EC155,Eurocopter,EC-155,EC55,,H02,Jet Fuel,Pressure,,4800,5,,,,,13,,A,,,,115V/AC - 220V/DC,,,2,10582
65457574-1408-45a8-9ad4-009e775b9292,EC225,Eurocopter,EC-225 Super Puma Mk2+,EC25,,H02,,,,11000,11,,,,,19,,,,,,,,,,24251
abcc61a7-a63f-4528-8b28-503b58f59032,EC45,Eurocopter,EC-145,EC45,,H01,,,,4000,4,,,,,9,,,,,,,,,2,8818
8deec386-1b4a-40aa-a171-0ad73cb9991c,EC-725 / AS532,Eurocopter,EC-725 Cougar Mk2+,EC25,,B03,Jet Fuel,Pressure,0,11000,11,,0,,,28,,B,,,,115V/AC - 220V/DC,,,2,24251
50fb9be5-fecc-4284-a6d7-0114045f8a95,EMB110,Embraer,EMB-110 Bandeirante,E110,,T02,Jet Fuel,Pressure,,6000,6,,,,,18,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13228
95b8f0fd-6074-4e27-8b93-4c2d99bc8011,EMB120,Embraer,EMB-120 Brasilia,E120,,T03,Jet Fuel,Pressure,,12000,12,,,,,30,,A,,,,115V/AC - 220V/DC,ADP GA : 5,MLW(Hawaii): 24800,2,26455
6a5e49ed-aa31-4ea0-a186-96d026adc882,EMB121,Embraer,EMB-121 Xingu,E121,,B01,Jet Fuel,Pressure,0,6000,6,,0,,,8,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13228
f68811c4-520a-4ecf-b4a9-775f725d8972,EMB-135 600,Embraer,Legacy 600,E135,,B_JP7,Jet Fuel,Pressure,,22500,23,,,,,14,,B,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,49604
96da74db-6c88-4b0e-b0e6-c96aab26ac12,EMB-135 650,Embraer,Legacy 650,E135,,B_JP7,,,,22500,23,20.04,,26.33,,13,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 243.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,49604
bcae77bd-4c22-4943-a54f-752994a36675,EMB-135ER,Embraer,EMB-135ER,E135,,B_JP7,,,,19000,19,,,,,37,,B,,,,,,"Aruba MTOW(Aruba): 20042, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 40785, Noise cat EGSS(STANSTED): CH14",2,41888
17282ed9-9956-4418-8a88-b94c933b33b0,EMB-135LR,Embraer,EMB-135LR,E135,,B_JP7,Jet Fuel,Pressure,,20000,20,,,,,37,,B,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 40785, Noise cat EGSS(STANSTED): CH14",2,44092
d9171842-1b4a-4045-b8f7-0007bb98fdfc,EMB-145ER,Embraer,ERJ-145ER,E145,,C_JP6,Jet Fuel,Pressure,,22000,22,,,,,50,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 6, Noise cat EGSS(STANSTED): CH3minus",2,48502
a0446cbd-ed5a-4e7d-8eab-6aeaca81ea18,EMB-145LR,Embraer,ERJ-145LR,E145,,C_JP6,Jet Fuel,Pressure,,22000,22,,,,,50,,B,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 6,2,48502
b65c04b4-aad1-4ba4-a77f-e17147c1ce6f,EMB-175,Embraer,EMB-175,E175,,B13,,,,38783,39,,,,,76,,,,,,,,,,85502
56c28ee0-dfe7-4c28-84c6-b410e90d4337,EMB-190LR,Embraer,ERJ-190LR,E190,,C_JP6,Jet Fuel,,0,47790,48,,0,,,100,,C,,,,,,JP Handling Category(Japan): 6,2,105359
ccdc6bca-0083-4c7f-a54d-bf04b93cceae,EMB-195,Embraer,EMB-195,E195,,C00,,,,50300,51,,,,,108,,,,,,,,,,110893
319e50c1-30fd-4dcf-a052-174dc0e790a7,EMB-545 450,Embraer,Legacy 450,E545,,B06,,,,17690,18,,,,,,,,,,,,,,2,39000
888d1dfa-cee2-4f8f-9719-ca44fd7398a3,EMB550,Embraer,EMB-550 Legacy 500,E500,,B06,,,,17400,18,20.2,,20.5,6.7,8,5788,,,,,,,,2,38360
8dd68c4f-8589-403f-b0e9-0521ee0d4878,EMBRAER 505S,Embraer,EMB505S,ZZZZ,,B02,,,,8150,9,,,,,,,,,,,,Unkown aircraft type,,,17968
8037d5e2-0ae7-4cdc-acd5-8f7f22c44402,EPIC,Canadair,Epic LT,EPIC,,B02,Jet Fuel,Overwing,1324,7300,8,13.1,18.91,4.5,3.81,6,2778,A,,,,28V/DC,,,1,16094
4308cbdb-34b6-43ce-9b51-ce635911c9d3,ERJ-140,Embraer,ERJ-140,E140,,B07,,,,20100,21,,,,,44,,,,,,,,,,44313
ceb0f7e7-337e-4796-922a-47b8fb6b56eb,ERJ-145XR,Embraer,ERJ-145XR,E45X,,B09,,,,24100,25,,,,,50,,,,,,,,,,53131
1a9ca132-4d58-4fda-9aa7-f6480291c79e,ERJ-170ER,Embraer,ERJ-170ER,E170,,B13,Jet Fuel,Pressure,,38000,38,,,,,70,,C,,,,115V/AC - 220V/DC,ADP GA : 5,,2,83776
71bf4a04-234c-4322-b9a6-47de07fd9632,ERJ-170LR,Embraer,ERJ-170LR,E170,,B12,Jet Fuel,Pressure,,32700,33,,,,,70,,C,,,,115V/AC - 220V/DC,ADP GA : 5,,2,72091
28bee5dc-ba34-4072-b4e2-60a04f5d20b2,ERJ-190-400,Embraer,ERJ-190-400,E295,,C_JP6,,,,61500,62,,,,,,,,,,,,,,,135584
a907572d-ddb1-4b07-a5b6-9d11ca0fbac8,ERJ-190ER,Embraer,ERJ-190 Lineage 1000,E190,,C_JP6,Jet Fuel,Pressure & Overwing,,54500,55,,,,,114,,C,,,,115V/AC - 220V/DC,MTOW overgenomen van EMB190LR - nog checken,JP Handling Category(Japan): 6,2,120152
fc55ca36-802f-4e1b-8846-cc7cb6a563d5,EVOLUTION TURBINE,Lancair,Evolution Turbine,EVOT,,T04_JP8,,,,1066,2,,,,,,,,,,,,,,,2350
ad79002e-eb58-48c6-aff1-22321f7c6f9f,F100,Fokker,F100,F100,,B14,Jet Fuel,Pressure,,45000,45,,,,,122,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 6,2,99208
04e177be-7443-4d91-852b-3a3e16e98f79,F15,McDonnell Douglas,F-15 Eagle,F15,F15,B11,Jet Fuel,Pressure,7836,30845,31,13.05,,19.43,4.88,1,4631,A,,,,115V/AC - 220V/DC,,,2,68002
f5579f94-daa9-43f7-b20d-54ef0a57af36,F16,General Dynamics,F-16 Fighting Falcon,F16,F16,B07,Jet Fuel,Pressure & Overwing,7687,19187,20,9.45,,15.03,5.09,1,3890,A,,,,115V/AC - 220V/DC,,,1,42300
96b0f2c3-4420-41c0-8f4b-cfee50004161,F27,Fokker,F-27,F27,,T04,Jet Fuel,Pressure,,21000,21,,,,,44,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 6, MLW(Hawaii): 42000",2,46297
36ee3d25-2961-47fa-b603-7d59fd35ce01,F28,Fokker,F-28,F28,,B11,Jet Fuel,Pressure,,29000,29,,,,,65,,C,,,,115V/AC - 220V/DC,ADP GA : 3,JP Handling Category(Japan): 6,2,63934
a79981eb-6d09-49c5-9038-8b883be614a6,F406,Reims Cessna,F406 Caravan 2,F406,,B00,Jet Fuel,Pressure,,4500,5,,,,,12,,A,,,,115V/AC - 220V/DC,,,2,9921
ef7280ec-b040-45d0-86c6-389fdada8fe6,F50,Fokker,F-50,F50,,T04,Jet Fuel,Pressure,,22000,22,29,,2525,834,50,2400,C,,,,115V/AC - 220V/DC,ADP GA : 5,,2,48502
8b3bc16c-f590-4c05-8b93-e7b2c005d8f6,F60,Fokker,F-60,F60,,T04,Jet Fuel,Pressure,5136,22950,23,2900,,2687,834,45,2400,C,,,,115V/AC - 220V/DC,,,2,50596
f523c769-89f2-4a91-b4ff-6a2d62762019,F70,Fokker,F-70,F70,,B13,Jet Fuel,Pressure,,39000,39,,,,,79,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 6,2,85980
10609e0d-d3a2-4460-ba72-9b76bd2a65db,FA10,Dassault Mystere,Falcon 10,FA10,DF2,B02,Jet Fuel,Pressure,,9000,9,13.1,24.1,13.9,5,7,,A,,,,115V/AC - 220V/DC,ADP GA : 3,JP Handling Category(Japan): 8,2,19842
5189c967-9144-4901-986d-f56c93d8bde3,FA100,Dassault Mystere,Falcon 100,FA10,DF2,B02,Jet Fuel,Pressure,,9000,9,13.1,24.1,13.9,5,8,,A,,,,115V/AC - 220V/DC,ADP GA : 3,JP Handling Category(Japan): 8,2,19842
46fe1180-fa87-4a91-805d-80d38b192d80,FA-18A HORNET,McDonnell Douglas,FA-18A,F18H,,B09,,,,23541,24,12.3,38,17.1,4.7,,2017,,,,,,,,2,51899
b2152048-e1c8-46a3-be0b-0f2618866c87,FA20,Dassault Mystere,Falcon 20,FA20,DF2,B_JP7,Jet Fuel,Pressure,,13000,13,16.3,41,17.2,5,10,,A,,,,115V/AC - 220V/DC,ADP GA : 3,"JP Handling Category(Japan): 7, MLW(Hawaii): 27000",2,28660
9519dd3d-f98d-4f2f-9452-1a39201b53b7,FA200,Dassault Mystere,Falcon 200,FA20,DF2,B_JP7,Jet Fuel,Pressure,,14515,15,16.3,41,17.2,5,10,,B,,,,115V/AC - 220V/DC,ADP GA : 3,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 100.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 142.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 27000",2,32000
16ead6a8-f6cf-47c1-8b4c-127d00047a7a,FA2000,Dassault,Falcon 2000,F2TH,DF2,B_JP7,Jet Fuel,Pressure,6906,16556,17,19.35,49,20.27,7,8,6020,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 140.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 227.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 33000, Noise cat EGSS(STANSTED): CH14",2,36500
c3e93c69-34df-4bb9-865b-481596d21f4a,FA2000DX,Dassault,Falcon 2000DX,F2TH,DF2,B_JP7,Jet Fuel,Pressure,,18598,19,,,,,8,,B,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,41002
5bae606b-d48b-45c5-844b-057af79ec79a,FA2000EX,Dassault,Dassault Falcon-2000EX,F2TH,DF2,B_JP7,Jet Fuel,Pressure,9414,19323,20,19.33,,20.23,7.1,8,7042,B,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,42600
d7bd8a15-e3a2-4e08-95ba-47b1cb1f8d6d,FA2000LX,Dassault,Falcon 2000LX,F2TH,DF2,B_JP7,,,,19142,20,,,,,8,,B,,,,,,"JP Handling Category(Japan): 7, MLW(Hawaii): 33000, Noise cat EGSS(STANSTED): CH14",2,42201
f9adfd95-5ef5-4721-b97e-e7579e1597ff,FA2000S,Dassault,Falcon 2000S,FA2000S,DF2,B07,,,,18597,19,,,,,,,,,,,,,Noise cat EGSS(STANSTED): CH14,,40999
490f45c7-21e4-4edb-a97e-568d156ebebb,FA50,Dassault,Falcon 50,FA50,DF3,B_JP7,Jet Fuel,Pressure,,18500,19,18.9,46.8,18.5,7,9,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 35715, Noise cat EGSS(STANSTED): CH3minus",3,40786
9566f441-e441-488c-9d04-145782d496e2,FA50EX,Dassault,Falcon 50EX,FA50,DF3,B_JP7,Jet Fuel,Pressure,,19000,19,,,,,9,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH3minus",3,41888
12db8937-4385-4fac-b3e0-af244afe8173,FA6X,Dassault,Falcon 6X,FA6X,,B12,,,,35135,36,,,,,,,,,,,,,,,77459
96262aba-1f51-4453-a0e6-b48c8f0989d3,FA7X,Dassault,Falcon 7X,FA7X,,B_JP7,Jet Fuel,Pressure,,31750,32,26.21,,23.38,,19,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 62400, Noise cat EGSS(STANSTED): CH14",3,69997
3ac636a0-d6ea-4f82-a363-b53f078c9ea6,FA8X,Dassault,Falcon 8X,FA8X,,B_JP7,,,,33113,34,26.29,,24.46,,,,,,,,,,Noise cat EGSS(STANSTED): CH14,,73002
3da11b1a-95cd-4844-a3f5-bf41e664e440,FA900,Dassault,Falcon 900,F900,DF3,B_JP7,Jet Fuel,Pressure,,20640,21,19.33,46.8,20.21,7,18,7400,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, JP Seat Count(Japan): <19, MLW(Hawaii): 42000, Noise cat EGSS(STANSTED): CH14",3,45503
afa00662-bead-48c7-9f1e-c8d579131c3f,FA900DX,Dassault,Falcon 900DX,F900,DF3,B_JP7,Jet Fuel,Pressure,,23000,23,,,,,19,,B,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",,50706
c5ba4e30-946b-4843-90f6-1424d252d023,FA900EX,Dassault,Falcon 900EX,F900,DF3,B_JP7,Jet Fuel,Pressure,11931,23000,23,21.36,49,20.23,7.6,12,8427,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 25.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 243.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 42000, Noise cat EGSS(STANSTED): CH14",3,50706
d913b848-3f99-4481-8e25-3215e3652426,FA900LX,Dassault,Falcon 900LX,F900,DF3,B_JP7,,,,22226,23,,,,,19,,,,,,,MTOW: http://www.dassaultfalcon.com/en/Aircraft/Models/900LX/Pages/overview.aspx,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 243.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",,49000
d87a7dc1-1b1b-4021-acb2-2a44dc2e33dc,G100,IAI,Gulfstream G100,ASTR,,B_JP7,Jet Fuel,Pressure,,11205,12,16.64,,16.94,,8,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 100.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 142.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 20700, Noise cat EGSS(STANSTED): CH14",2,24703
ea64cef7-0c2b-4fad-841b-1e18d20a824e,G115A,Grob,G-115A,G115,,B00,Avgas,Overwing,,850,1,,,,,2,,A,,,,115V/AC - 220V/DC,,,1,1874
7e9eecbe-b869-4c50-b125-3f49a029d3c5,G115D,Grob,G-115D,G115,,B00,Avgas,Overwing,,920,1,,,,,2,,A,,,,115V/AC - 220V/DC,,,1,2028
ba6d5fc9-7394-49a7-b7c5-121fd61a9c90,G150,Gulfstream,Gulfstream G150,G150,,B_JP7,Jet Fuel,Overwing,,12000,12,16.94,,17.3,5.82,4,5467,B,,,,28V/DC,ADP GA : 4,"MLW(Hawaii): 21700, Noise cat EGSS(STANSTED): CH14",2,26455
ef826bf4-3cae-4174-b50d-e89983293858,G159,Grumman,G-159 Gulfstream 1,G159,GRS,B05,Jet Fuel,Pressure,,16000,16,,,,,19,,B,,,,115V/AC - 220V/DC,ADP GA : 4,,2,35274
4ed1ce3f-cb4b-406f-a637-e3897bda2192,G200,IAI,Gulfstream G200,GALX,,B_JP7,Jet Fuel,Pressure,,15841,16,17.7,,18.97,,18,,B,,,,115V/AC - 220V/DC,ADP GA : 4,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 30000, Noise cat EGSS(STANSTED): CH14",2,34923
ebc2ede6-7283-4b7a-861d-97eb3ee1c634,G21,Grumman,G-21A GOOSE,G21,,B01,,,,6000,6,,,,,6,,A,,,,,,,2,13228
847226a2-04c5-4cab-9a3c-63b1cdab7871,G250,Gulfstream,Gulfstream G250,G250,,B06,,,,18000,18,,,,,10,,B,,,,,,,,39683
0f11d690-314c-4a52-a63a-3c6f9abe438d,G280,Gulfstream,Gulfstream G280,G280,,B_JP7,,,,18001,19,19.2,,20.3,,10,,,,,,,G280 specs: http://www.gulfstream.com/products/g280/,"CAT LIDER(Brazil): D1, MLW(Hawaii): 32000, Noise cat EGSS(STANSTED): CH14",,39685
898b95c5-0e94-4eb9-b36c-1fab2e3bc639,G300,Gulfstream,Gulfstream G300,GLF4,,B_JP7,Jet Fuel,,,31682,32,,,,,19,,B,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH4",,69847
3331b194-14e9-44df-b7b9-2c7ad40dee04,G350,Gulfstream,Gulfstream G350,GLF4,,B_JP7,Jet Fuel,Overwing,,33000,33,23.72,,27.23,1.88,14,7038,B,,,,115V/AC - 220V/DC,ADP GA : 4,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",,72753
a6ef6266-86a9-4242-885d-0497e34b3a63,G400,Gulfstream,Gulfstream G400,GLF4,,B_JP7,Jet Fuel,,,33273,34,23.72,,26.92,,14,,B,,,,,,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 66000, Noise cat EGSS(STANSTED): CH14",2,73354
d55816aa-5b58-42d3-8724-789da0527e7a,G450,Gulfstream,Gulfstream G450,GLF4,,B_JP7,Jet Fuel,Pressure,,34000,34,23.72,,27.23,7.7,8,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 66000, Noise cat EGSS(STANSTED): CH14",2,74957
e4e2d59d-331b-4fd8-b583-3d001bbf0558,G550,Gulfstream,Gulfstream G550,GLF5,,B_JP7,Jet Fuel,Pressure,,42000,42,28.5,,29.39,,16,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 30.00, Greece Coordination Fee(Greece): Coordination Fee 80.00, Greece Supervision Fees Nights (22:00-06:00)LCL(Greece): UAG Supervision Fees Nights (22:00-06:00)LCL(Pass  In & Out)  412.50, Greece Supervision Fees Weekend(Greece): UAG Supervision Fees Weekend ( Pass. In & Out) 315.00, Greece Supervision Fees Weekend (1 Empty Leg)(Greece): UAG Supervision Fees Weekend (1 Empty Leg Arrival or Dept.) 435.00, Greece UAG Supervision Fees Night(Greece): Supervision Fees Night LCL (22:00-06:00) Empty Leg 532.50, JP Handling Category(Japan): 7, MLW(Hawaii): 75300, Noise cat EGSS(STANSTED): CH14",2,92594
cbaf0ee7-d5d9-44c2-9136-9d07da22a86f,G650,Gulfstream,Gulfstream G650,GLF6,,B_JP7,,,,45200,46,30.36,119.2,30.41,7.7,11,,,,,,,,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14, Special Pricing EGSS: Tier 1",2,99649
1b926b13-3532-41a1-b821-d874455a5744,G650ER,Gulfstream,Gulfstream G650ER,GLF6,,B_JP7,,,,46992,47,30.36,,30.41,,,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Noise cat EGSS(STANSTED): CH14",,103600
67c7192b-4976-4010-8918-4405d5815fde,G-7 GULFSTREAM,Gulfstream,G-7 Gulfstream G500,GA5C,,B_JP7,,,,34859,35,,,,,,,,,,,,,,,76851
2d75e1b6-b12d-453e-a6db-d848c66f1e81,G700,Gulfstream,G700,CL60,,B12,,,,34000,34,31.39,,33.48,,,,,,,,,,,,74957
427d7bb8-d0e6-4ade-a01b-5de28917e50b,GIV,Gulfstream,Gulfstream GIV,GLF4,GRJ,B_JP7,Jet Fuel,Pressure,0,34000,34,23.72,88.3,26.92,7,19,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 58500, Noise cat EGSS(STANSTED): CH14",2,74957
071b4e90-fabe-44d4-a7fd-90645dc79caf,GIV-SP,Gulfstream,Gulfstream GIV-SP,GLF4,GRJ,B_JP7,Jet Fuel,Pressure,0,34000,34,,,,,19,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 270.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 66000, Noise cat EGSS(STANSTED): CH14",2,74957
c6ad46b2-efb0-4eaf-9267-3de7f5f5d070,GL5T,Bombardier,BD-700 Global 5000,GL5T,,B_JP7,Jet Fuel,Pressure,,42000,42,28.7,94.4,29.5,7.7,19,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D2, Custom Seat Count: 20, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 78600, Noise cat EGSS(STANSTED): CH14",2,92594
42a12947-12e8-46a4-bc98-ad2ac40ae414,GL6T,Bombardier,BD-Global 6000,GL6T,,B_JP7,,,,45132,46,28.7,,,,19,11112,,,,,,,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 78600, Noise cat EGSS(STANSTED): CH14",2,99499
bde5c722-ba7f-45bb-a8bc-9529baa87ec8,GL7500,Bombardier,Global 7500,CL60,,C00,,,,52000,52,31.7,,33.8,,,,,,,,,,,,114640
cef26519-75cc-4bac-9e87-bf567aef5839,GL7T,Bombardier,BD-700 Global 7500,GL7T,,B_JP7,,,,52095,53,,,,,,,,,,,,,,,114850
ab831613-dc51-4394-9908-66459d2dfc24,GLEX,Bombardier,BD-700 Global Express,GLEX,,B_JP7,,,,45000,45,28.65,94.9,30.3,7.8,18,,C,,,,,,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 78600, Noise cat EGSS(STANSTED): CH14",2,99208
